date_time,leaf.wet.min,RH,DP,precip,soil.temp,SR,temp,wind,location,date,hour,Eto,res.wind,v.pressure,leaf.wet.mV,id,trial,hpi
6/15/2018 17:00,0,39,7.222222222,0,21.05555556,NA,21.94444444,4.112650872,NY,6/15/2018,17,NA,NA,NA,NA,1361,NA,NA
6/15/2018 18:00,0,35,6.666666667,0,20.94444444,NA,22.77777778,4.202056325,NY,6/15/2018,18,NA,NA,NA,NA,1362,NA,NA
6/15/2018 19:00,0,36,6.666666667,0,20.77777778,NA,22.5,3.531515422,NY,6/15/2018,19,NA,NA,NA,NA,1363,NA,NA
6/15/2018 20:00,0,38,7.222222222,0,20.5,NA,21.94444444,2.011622709,NY,6/15/2018,20,NA,NA,NA,NA,1364,NA,NA
6/15/2018 21:00,0,63,9.444444444,0,20.22222222,NA,16.77777778,0.178810907,NY,6/15/2018,21,NA,NA,NA,NA,1365,NA,NA
6/15/2018 22:00,0,79,8.888888889,0,19.83333333,NA,12.5,0.044702727,NY,6/15/2018,22,NA,NA,NA,NA,1366,NA,NA
6/15/2018 23:00,0,87,8.888888889,0,19.38888889,NA,10.77777778,0.089405454,NY,6/15/2018,23,NA,NA,NA,NA,1367,NA,NA
6/16/2018 0:00,0,90,8.333333333,0,19,NA,10,0.223513634,NY,6/16/2018,0,NA,NA,NA,NA,1368,NA,NA
6/16/2018 1:00,0,90,7.777777778,0,18.55555556,NA,9.555555556,0.71524363,NY,6/16/2018,1,NA,NA,NA,NA,1369,NA,NA
6/16/2018 2:00,0,91,7.222222222,0,18.22222222,NA,8.777777778,0.357621815,NY,6/16/2018,2,NA,NA,NA,NA,1370,NA,NA
6/16/2018 3:00,0,92,7.222222222,0,17.88888889,NA,8.222222222,0.670540903,NY,6/16/2018,3,NA,NA,NA,NA,1371,NA,NA
6/16/2018 4:00,53,92,6.666666667,0,17.55555556,NA,7.666666667,0.312919088,NY,6/16/2018,4,NA,NA,NA,NA,1372,NA,NA
6/16/2018 5:00,60,93,6.111111111,0,17.22222222,NA,7.111111111,0.268216361,NY,6/16/2018,5,NA,NA,NA,NA,1373,NA,NA
6/16/2018 6:00,60,93,6.111111111,0,17,NA,7.333333333,0.670540903,NY,6/16/2018,6,NA,NA,NA,NA,1374,NA,NA
6/16/2018 7:00,60,93,7.777777778,0,16.61111111,NA,8.833333333,0.84935181,NY,6/16/2018,7,NA,NA,NA,NA,1375,NA,NA
6/16/2018 8:00,0,83,NA,NA,17.66666667,NA,12.22222222,0.447027269,NY,6/16/2018,8,NA,NA,NA,NA,1376,NA,NA
6/16/2018 9:00,0,75,NA,NA,17.66666667,NA,14.44444444,0.447027269,NY,6/16/2018,9,NA,NA,NA,NA,1377,NA,NA
6/16/2018 10:00,0,64,NA,NA,17.77777778,NA,17.22222222,0.894054537,NY,6/16/2018,10,NA,NA,NA,NA,1378,NA,NA
6/16/2018 11:00,0,50,NA,NA,18.22222222,NA,20.55555556,2.235136343,NY,6/16/2018,11,NA,NA,NA,NA,1379,NA,NA
6/16/2018 12:00,0,42,NA,NA,18.77777778,NA,23.33333333,2.682163612,NY,6/16/2018,12,NA,NA,NA,NA,1380,NA,NA
6/16/2018 13:00,0,39,NA,NA,19.55555556,NA,25,2.235136343,NY,6/16/2018,13,NA,NA,NA,NA,1381,NA,NA
6/16/2018 14:00,0,39,NA,NA,20.27777778,NA,25.55555556,2.235136343,NY,6/16/2018,14,NA,NA,NA,NA,1382,NA,NA
6/16/2018 15:00,0,39,NA,NA,21.16666667,NA,26.11111111,2.235136343,NY,6/16/2018,15,NA,NA,NA,NA,1383,NA,NA
6/16/2018 16:00,0,39,NA,NA,22.05555556,NA,26.11111111,2.682163612,NY,6/16/2018,16,NA,NA,NA,NA,1384,NA,NA
6/16/2018 17:00,0,35,10,NA,22.44444444,NA,26.55555556,2.682163612,NY,6/16/2018,17,NA,NA,NA,NA,1385,NA,NA
6/16/2018 18:00,0,38,10.55555556,0,22.5,NA,26.11111111,1.43048726,NY,6/16/2018,18,NA,NA,NA,NA,1386,NA,NA
6/16/2018 19:00,0,39,11.11111111,0,22.55555556,NA,25.94444444,1.43048726,NY,6/16/2018,19,NA,NA,NA,NA,1387,NA,NA
6/16/2018 20:00,0,42,11.66666667,0,22.38888889,NA,25.72222222,1.028162718,NY,6/16/2018,20,NA,NA,NA,NA,1388,NA,NA
6/16/2018 21:00,0,69,14.44444444,0,22.11111111,NA,20.11111111,0,NY,6/16/2018,21,NA,NA,NA,NA,1389,NA,NA
6/16/2018 22:00,0,78,13.33333333,0,21.66666667,NA,17.38888889,0.447027269,NY,6/16/2018,22,NA,NA,NA,NA,1390,NA,NA
6/16/2018 23:00,0,85,12.77777778,0,21.22222222,NA,15.38888889,0.312919088,NY,6/16/2018,23,NA,NA,NA,NA,1391,NA,NA
6/17/2018 0:00,0,88,12.77777778,0,20.88888889,NA,14.61111111,0.536432722,NY,6/17/2018,0,NA,NA,NA,NA,1392,NA,NA
6/17/2018 1:00,0,90,11.66666667,0,20.44444444,NA,13.5,0.134108181,NY,6/17/2018,1,NA,NA,NA,NA,1393,NA,NA
6/17/2018 2:00,0,91,12.22222222,0,20.05555556,NA,13.5,0.223513634,NY,6/17/2018,2,NA,NA,NA,NA,1394,NA,NA
6/17/2018 3:00,0,90,11.66666667,0,19.72222222,NA,13.38888889,0.71524363,NY,6/17/2018,3,NA,NA,NA,NA,1395,NA,NA
6/17/2018 4:00,0,90,11.11111111,0,19.38888889,NA,12.77777778,0.491729996,NY,6/17/2018,4,NA,NA,NA,NA,1396,NA,NA
6/17/2018 5:00,0,91,11.11111111,0,19.05555556,NA,12.38888889,0.84935181,NY,6/17/2018,5,NA,NA,NA,NA,1397,NA,NA
6/17/2018 6:00,0,91,11.11111111,0,18.77777778,NA,12.27777778,1.117568172,NY,6/17/2018,6,NA,NA,NA,NA,1398,NA,NA
6/17/2018 7:00,0,88,12.22222222,0,18.55555556,NA,14.44444444,1.162270899,NY,6/17/2018,7,NA,NA,NA,NA,1399,NA,NA
6/17/2018 8:00,0,49,15.55555556,0,22.05555556,NA,27.5,1.56459544,NY,6/17/2018,8,NA,NA,NA,NA,1400,NA,NA
6/17/2018 9:00,0,83,NA,NA,19.11111111,NA,17.77777778,1.341081806,NY,6/17/2018,9,NA,NA,NA,NA,1401,NA,NA
6/17/2018 10:00,0,71,NA,NA,19.27777778,NA,21.11111111,1.341081806,NY,6/17/2018,10,NA,NA,NA,NA,1402,NA,NA
6/17/2018 11:00,0,60,NA,NA,19.72222222,NA,23.88888889,1.341081806,NY,6/17/2018,11,NA,NA,NA,NA,1403,NA,NA
6/17/2018 12:00,0,52,NA,NA,20.27777778,NA,26.11111111,1.788109075,NY,6/17/2018,12,NA,NA,NA,NA,1404,NA,NA
6/17/2018 13:00,0,47,NA,NA,21.16666667,NA,28.33333333,1.788109075,NY,6/17/2018,13,NA,NA,NA,NA,1405,NA,NA
6/17/2018 14:00,0,45,NA,NA,21.88888889,NA,29.44444444,2.235136343,NY,6/17/2018,14,NA,NA,NA,NA,1406,NA,NA
6/17/2018 15:00,0,45,NA,NA,22.66666667,NA,30,2.235136343,NY,6/17/2018,15,NA,NA,NA,NA,1407,NA,NA
6/17/2018 16:00,0,46,NA,NA,23.38888889,NA,30,2.682163612,NY,6/17/2018,16,NA,NA,NA,NA,1408,NA,NA
6/17/2018 17:00,0,48,NA,NA,23.88888889,NA,30,2.682163612,NY,6/17/2018,17,NA,NA,NA,NA,1409,NA,NA
6/17/2018 18:00,0,50,NA,NA,24.27777778,NA,29.44444444,2.235136343,NY,6/17/2018,18,NA,NA,NA,NA,1410,NA,NA
6/17/2018 19:00,0,54,NA,NA,24.33333333,NA,28.33333333,1.788109075,NY,6/17/2018,19,NA,NA,NA,NA,1411,NA,NA
6/17/2018 20:00,0,51,17.77777778,NA,24.33333333,NA,29.11111111,1.341081806,NY,6/17/2018,20,NA,NA,NA,NA,1412,NA,NA
6/17/2018 21:00,0,63,17.77777778,0,24.05555556,NA,25.27777778,0.625838176,NY,6/17/2018,21,NA,NA,NA,NA,1413,NA,NA
6/17/2018 22:00,0,78,17.77777778,0,23.61111111,NA,21.77777778,0.134108181,NY,6/17/2018,22,NA,NA,NA,NA,1414,NA,NA
6/17/2018 23:00,0,85,17.77777778,0,23.22222222,NA,20.22222222,0.089405454,NY,6/17/2018,23,NA,NA,NA,NA,1415,NA,NA
6/18/2018 0:00,0,88,17.22222222,0,22.83333333,NA,19.27777778,0.089405454,NY,6/18/2018,0,NA,NA,NA,NA,1416,NA,NA
6/18/2018 1:00,0,89,17.22222222,0,22.38888889,NA,18.94444444,0,NY,6/18/2018,1,NA,NA,NA,NA,1417,NA,NA
6/18/2018 2:00,0,90,17.22222222,0,22.05555556,NA,18.72222222,0.134108181,NY,6/18/2018,2,NA,NA,NA,NA,1418,NA,NA
6/18/2018 3:00,0,91,16.66666667,0,21.77777778,NA,17.94444444,0.089405454,NY,6/18/2018,3,NA,NA,NA,NA,1419,NA,NA
6/18/2018 4:00,0,92,16.11111111,0,21.5,NA,17.44444444,0.044702727,NY,6/18/2018,4,NA,NA,NA,NA,1420,NA,NA
6/18/2018 5:00,0,93,16.11111111,0,21.22222222,NA,17.22222222,0.223513634,NY,6/18/2018,5,NA,NA,NA,NA,1421,NA,NA
6/18/2018 6:00,0,93,16.66666667,0,21,NA,17.72222222,0.268216361,NY,6/18/2018,6,NA,NA,NA,NA,1422,NA,NA
6/18/2018 7:00,0,93,17.77777778,0,20.83333333,NA,18.94444444,0.402324542,NY,6/18/2018,7,NA,NA,NA,NA,1423,NA,NA
6/18/2018 8:00,0,86,21.11111111,0,20.83333333,NA,23.55555556,0.625838176,NY,6/18/2018,8,NA,NA,NA,NA,1424,NA,NA
6/18/2018 9:00,0,82,NA,NA,21.5,NA,23.33333333,3.576218149,NY,6/18/2018,9,NA,NA,NA,NA,1425,NA,NA
6/18/2018 10:00,0,77,NA,NA,21.66666667,NA,25.55555556,4.023245418,NY,6/18/2018,10,NA,NA,NA,NA,1426,NA,NA
6/18/2018 11:00,0,72,NA,NA,22.05555556,NA,27.77777778,4.470272687,NY,6/18/2018,11,NA,NA,NA,NA,1427,NA,NA
6/18/2018 12:00,0,66,NA,NA,22.55555556,NA,29.44444444,4.917299955,NY,6/18/2018,12,NA,NA,NA,NA,1428,NA,NA
6/18/2018 13:00,0,61,NA,NA,23.11111111,NA,30.55555556,4.917299955,NY,6/18/2018,13,NA,NA,NA,NA,1429,NA,NA
6/18/2018 14:00,0,52,NA,NA,23.5,NA,31.66666667,4.917299955,NY,6/18/2018,14,NA,NA,NA,NA,1430,NA,NA
6/18/2018 15:00,0,48,NA,NA,24.05555556,NA,32.22222222,5.364327224,NY,6/18/2018,15,NA,NA,NA,NA,1431,NA,NA
6/18/2018 16:00,0,49,NA,NA,24.33333333,NA,32.22222222,5.364327224,NY,6/18/2018,16,NA,NA,NA,NA,1432,NA,NA
6/18/2018 17:00,20,66,20,NA,24.27777778,NA,27.11111111,4.917299955,NY,6/18/2018,17,NA,NA,NA,NA,1433,NA,NA
6/18/2018 18:00,28,82,21.66666667,0,24.11111111,NA,25.11111111,1.475189987,NY,6/18/2018,18,NA,NA,NA,NA,1434,NA,NA
6/18/2018 19:00,0,83,21.66666667,0,24.05555556,NA,24.72222222,1.385784533,NY,6/18/2018,19,NA,NA,NA,NA,1435,NA,NA
6/18/2018 20:00,16,86,22.22222222,0,24,NA,24.61111111,1.206973625,NY,6/18/2018,20,NA,NA,NA,NA,1436,NA,NA
6/18/2018 21:00,0,84,21.11111111,0,23.77777778,NA,24.11111111,2.27983907,NY,6/18/2018,21,NA,NA,NA,NA,1437,NA,NA
6/18/2018 22:00,0,87,21.11111111,0,23.5,NA,23.33333333,1.922217255,NY,6/18/2018,22,NA,NA,NA,NA,1438,NA,NA
6/18/2018 23:00,0,86,20.55555556,0,23.27777778,NA,23.16666667,1.43048726,NY,6/18/2018,23,NA,NA,NA,NA,1439,NA,NA
6/19/2018 0:00,0,81,20.55555556,0,23.05555556,NA,23.77777778,2.860974519,NY,6/19/2018,0,NA,NA,NA,NA,1440,NA,NA
6/19/2018 1:00,0,84,20,0,22.88888889,NA,23,3.308001788,NY,6/19/2018,1,NA,NA,NA,NA,1441,NA,NA
6/19/2018 2:00,19,88,20,0,22.72222222,NA,21.88888889,3.263299061,NY,6/19/2018,2,NA,NA,NA,NA,1442,NA,NA
6/19/2018 3:00,1,86,18.88888889,0,22.5,NA,21.33333333,2.726866339,NY,6/19/2018,3,NA,NA,NA,NA,1443,NA,NA
6/19/2018 4:00,60,88,17.22222222,0,22.33333333,NA,19.44444444,3.71032633,NY,6/19/2018,4,NA,NA,NA,NA,1444,NA,NA
6/19/2018 5:00,38,85,15.55555556,0,22.05555556,NA,18.27777778,3.308001788,NY,6/19/2018,5,NA,NA,NA,NA,1445,NA,NA
6/19/2018 6:00,0,88,15.55555556,0,21.77777778,NA,17.72222222,2.14573089,NY,6/19/2018,6,NA,NA,NA,NA,1446,NA,NA
6/19/2018 7:00,0,83,15,0,21.55555556,NA,17.72222222,2.324541797,NY,6/19/2018,7,NA,NA,NA,NA,1447,NA,NA
6/19/2018 8:00,54,87,NA,NA,21,NA,17.77777778,4.470272687,NY,6/19/2018,8,NA,NA,NA,NA,1448,NA,NA
6/19/2018 9:00,8,81,NA,NA,20.88888889,NA,18.33333333,5.364327224,NY,6/19/2018,9,NA,NA,NA,NA,1449,NA,NA
6/19/2018 10:00,0,75,NA,NA,20.88888889,NA,19.44444444,5.364327224,NY,6/19/2018,10,NA,NA,NA,NA,1450,NA,NA
6/19/2018 11:00,0,68,NA,NA,20.94444444,NA,20,4.917299955,NY,6/19/2018,11,NA,NA,NA,NA,1451,NA,NA
6/19/2018 12:00,0,62,12.77777778,0,22,NA,20.22222222,3.71032633,NY,6/19/2018,12,NA,NA,NA,NA,1452,NA,NA
6/19/2018 13:00,0,57,12.22222222,0,22.55555556,NA,21.11111111,4.202056325,NY,6/19/2018,13,NA,NA,NA,NA,1453,NA,NA
6/19/2018 14:00,0,51,11.11111111,0,23.16666667,NA,21.44444444,4.202056325,NY,6/19/2018,14,NA,NA,NA,NA,1454,NA,NA
6/19/2018 15:00,0,50,11.11111111,0,23.55555556,NA,21.88888889,3.933839964,NY,6/19/2018,15,NA,NA,NA,NA,1455,NA,NA
6/19/2018 16:00,0,45,10,0,23.94444444,NA,22.38888889,3.933839964,NY,6/19/2018,16,NA,NA,NA,NA,1456,NA,NA
6/19/2018 17:00,0,45,10,0,24,NA,22.77777778,3.799731784,NY,6/19/2018,17,NA,NA,NA,NA,1457,NA,NA
6/19/2018 18:00,0,49,10.55555556,0,24,NA,21.83333333,3.755029057,NY,6/19/2018,18,NA,NA,NA,NA,1458,NA,NA
6/19/2018 19:00,0,51,10.55555556,0,23.72222222,NA,20.88888889,3.442109969,NY,6/19/2018,19,NA,NA,NA,NA,1459,NA,NA
6/19/2018 20:00,0,59,10,0,23.38888889,NA,18.05555556,2.726866339,NY,6/19/2018,20,NA,NA,NA,NA,1460,NA,NA
6/19/2018 21:00,0,66,10,0,22.88888889,NA,16.5,1.296379079,NY,6/19/2018,21,NA,NA,NA,NA,1461,NA,NA
6/19/2018 22:00,0,74,10.55555556,0,22.5,NA,15.16666667,0.268216361,NY,6/19/2018,22,NA,NA,NA,NA,1462,NA,NA
6/19/2018 23:00,0,81,11.11111111,0,22.05555556,NA,14.5,0.089405454,NY,6/19/2018,23,NA,NA,NA,NA,1463,NA,NA
6/20/2018 0:00,0,84,11.11111111,0,21.83333333,NA,14,0.268216361,NY,6/20/2018,0,NA,NA,NA,NA,1464,NA,NA
6/20/2018 1:00,0,88,11.66666667,0,21.44444444,NA,13.5,0.402324542,NY,6/20/2018,1,NA,NA,NA,NA,1465,NA,NA
6/20/2018 2:00,0,89,11.11111111,0,21.16666667,NA,13,0.089405454,NY,6/20/2018,2,NA,NA,NA,NA,1466,NA,NA
6/20/2018 3:00,0,92,11.11111111,0,20.88888889,NA,12.55555556,0,NY,6/20/2018,3,NA,NA,NA,NA,1467,NA,NA
6/20/2018 4:00,0,93,11.66666667,0,20.55555556,NA,12.5,0.134108181,NY,6/20/2018,4,NA,NA,NA,NA,1468,NA,NA
6/20/2018 5:00,0,92,10,0,20.27777778,NA,11.5,0.447027269,NY,6/20/2018,5,NA,NA,NA,NA,1469,NA,NA
6/20/2018 6:00,0,93,10,0,20,NA,10.88888889,0.402324542,NY,6/20/2018,6,NA,NA,NA,NA,1470,NA,NA
6/20/2018 7:00,0,92,11.11111111,0,19.77777778,NA,12.11111111,1.56459544,NY,6/20/2018,7,NA,NA,NA,NA,1471,NA,NA
6/20/2018 8:00,0,90,11.66666667,0,19.61111111,NA,13.11111111,1.162270899,NY,6/20/2018,8,NA,NA,NA,NA,1472,NA,NA
6/20/2018 9:00,0,85,12.22222222,0,19.55555556,NA,14.83333333,0.670540903,NY,6/20/2018,9,NA,NA,NA,NA,1473,NA,NA
6/20/2018 10:00,0,74,12.77777778,0,19.77777778,NA,17.72222222,0.625838176,NY,6/20/2018,10,NA,NA,NA,NA,1474,NA,NA
6/20/2018 11:00,0,62,12.77777778,0,20,NA,20.33333333,0.625838176,NY,6/20/2018,11,NA,NA,NA,NA,1475,NA,NA
6/20/2018 12:00,0,55,12.77777778,0,20.55555556,NA,22.05555556,1.072865445,NY,6/20/2018,12,NA,NA,NA,NA,1476,NA,NA
6/20/2018 13:00,0,57,12.22222222,0,21.11111111,NA,21.22222222,1.206973625,NY,6/20/2018,13,NA,NA,NA,NA,1477,NA,NA
6/20/2018 14:00,0,54,12.77777778,0,21.5,NA,22.33333333,0.983459991,NY,6/20/2018,14,NA,NA,NA,NA,1478,NA,NA
6/20/2018 15:00,0,56,12.22222222,0,21.77777778,NA,21.5,1.162270899,NY,6/20/2018,15,NA,NA,NA,NA,1479,NA,NA
6/20/2018 16:00,0,54,12.77777778,0,22,NA,22.44444444,1.251676352,NY,6/20/2018,16,NA,NA,NA,NA,1480,NA,NA
6/20/2018 17:00,0,55,12.22222222,0,22.16666667,NA,21.83333333,1.028162718,NY,6/20/2018,17,NA,NA,NA,NA,1481,NA,NA
6/20/2018 18:00,0,57,12.22222222,0,22.22222222,NA,21.33333333,1.877514528,NY,6/20/2018,18,NA,NA,NA,NA,1482,NA,NA
6/20/2018 19:00,0,54,12.22222222,0,22.16666667,NA,21.83333333,1.56459544,NY,6/20/2018,19,NA,NA,NA,NA,1483,NA,NA
6/20/2018 20:00,0,55,12.22222222,0,22.05555556,NA,21.44444444,1.162270899,NY,6/20/2018,20,NA,NA,NA,NA,1484,NA,NA
6/20/2018 21:00,0,73,12.77777778,0,21.83333333,NA,17.83333333,0.178810907,NY,6/20/2018,21,NA,NA,NA,NA,1485,NA,NA
6/20/2018 22:00,0,85,12.22222222,0,21.44444444,NA,14.44444444,0,NY,6/20/2018,22,NA,NA,NA,NA,1486,NA,NA
6/20/2018 23:00,0,90,11.66666667,0,20.94444444,NA,13.05555556,0,NY,6/20/2018,23,NA,NA,NA,NA,1487,NA,NA
6/21/2018 0:00,0,91,11.11111111,0,20.55555556,NA,12.33333333,0.402324542,NY,6/21/2018,0,NA,NA,NA,NA,1488,NA,NA
6/21/2018 1:00,0,93,10.55555556,0,20.05555556,NA,11.5,0.178810907,NY,6/21/2018,1,NA,NA,NA,NA,1489,NA,NA
6/21/2018 2:00,0,93,10,0,19.72222222,NA,11.22222222,0.402324542,NY,6/21/2018,2,NA,NA,NA,NA,1490,NA,NA
6/21/2018 3:00,52,94,9.444444444,0,19.38888889,NA,10.38888889,0.268216361,NY,6/21/2018,3,NA,NA,NA,NA,1491,NA,NA
6/21/2018 4:00,60,94,9.444444444,0,19,NA,10.16666667,0.536432722,NY,6/21/2018,4,NA,NA,NA,NA,1492,NA,NA
6/21/2018 5:00,60,94,8.888888889,0,18.66666667,NA,9.666666667,0.447027269,NY,6/21/2018,5,NA,NA,NA,NA,1493,NA,NA
6/21/2018 6:00,60,94,7.777777778,0,18.38888889,NA,8.666666667,0.268216361,NY,6/21/2018,6,NA,NA,NA,NA,1494,NA,NA
6/21/2018 7:00,60,95,10,0,18.11111111,NA,10.77777778,0.134108181,NY,6/21/2018,7,NA,NA,NA,NA,1495,NA,NA
6/21/2018 8:00,0,78,NA,NA,18.22222222,NA,15.55555556,1.341081806,NY,6/21/2018,8,NA,NA,NA,NA,1496,NA,NA
6/21/2018 9:00,0,72,NA,NA,18.22222222,NA,17.77777778,1.341081806,NY,6/21/2018,9,NA,NA,NA,NA,1497,NA,NA
6/21/2018 10:00,0,67,NA,NA,18.44444444,NA,19.44444444,2.235136343,NY,6/21/2018,10,NA,NA,NA,NA,1498,NA,NA
6/21/2018 11:00,16,63,NA,NA,18.83333333,NA,21.11111111,3.129190881,NY,6/21/2018,11,NA,NA,NA,NA,1499,NA,NA
6/21/2018 12:00,0,60,NA,NA,19.61111111,NA,22.22222222,4.023245418,NY,6/21/2018,12,NA,NA,NA,NA,1500,NA,NA
6/21/2018 13:00,0,56,NA,NA,20.5,NA,23.33333333,4.470272687,NY,6/21/2018,13,NA,NA,NA,NA,1501,NA,NA
6/21/2018 14:00,0,53,NA,NA,21.27777778,NA,23.88888889,4.917299955,NY,6/21/2018,14,NA,NA,NA,NA,1502,NA,NA
6/21/2018 15:00,0,51,NA,NA,22,NA,23.88888889,5.364327224,NY,6/21/2018,15,NA,NA,NA,NA,1503,NA,NA
6/21/2018 16:00,0,53,13.33333333,NA,22.94444444,NA,23.55555556,5.364327224,NY,6/21/2018,16,NA,NA,NA,NA,1504,NA,NA
6/21/2018 17:00,0,51,12.22222222,0,23.11111111,NA,22.77777778,4.738489048,NY,6/21/2018,17,NA,NA,NA,NA,1505,NA,NA
6/21/2018 18:00,0,47,10.55555556,0,23,NA,22.16666667,3.755029057,NY,6/21/2018,18,NA,NA,NA,NA,1506,NA,NA
6/21/2018 19:00,0,37,6.111111111,0,22.77777778,NA,21.44444444,3.665623603,NY,6/21/2018,19,NA,NA,NA,NA,1507,NA,NA
6/21/2018 20:00,0,42,6.666666667,0,22.33333333,NA,19.88888889,2.950379973,NY,6/21/2018,20,NA,NA,NA,NA,1508,NA,NA
6/21/2018 21:00,0,50,6.666666667,0,21.88888889,NA,17.11111111,2.503352705,NY,6/21/2018,21,NA,NA,NA,NA,1509,NA,NA
6/21/2018 22:00,0,72,7.777777778,0,21.38888889,NA,12.88888889,0.312919088,NY,6/21/2018,22,NA,NA,NA,NA,1510,NA,NA
6/21/2018 23:00,0,80,7.777777778,0,20.77777778,NA,10.94444444,0.089405454,NY,6/21/2018,23,NA,NA,NA,NA,1511,NA,NA
6/22/2018 0:00,0,87,7.777777778,0,20.27777778,NA,9.611111111,0.178810907,NY,6/22/2018,0,NA,NA,NA,NA,1512,NA,NA
6/22/2018 1:00,0,90,7.222222222,0,19.83333333,NA,8.666666667,0.223513634,NY,6/22/2018,1,NA,NA,NA,NA,1513,NA,NA
6/22/2018 2:00,0,91,6.666666667,0,19.38888889,NA,7.777777778,0.089405454,NY,6/22/2018,2,NA,NA,NA,NA,1514,NA,NA
6/22/2018 3:00,17,92,6.111111111,0,18.94444444,NA,7.166666667,0.089405454,NY,6/22/2018,3,NA,NA,NA,NA,1515,NA,NA
6/22/2018 4:00,60,93,5.555555556,0,18.5,NA,6.611111111,0.402324542,NY,6/22/2018,4,NA,NA,NA,NA,1516,NA,NA
6/22/2018 5:00,60,94,6.111111111,0,18.16666667,NA,7.055555556,0.625838176,NY,6/22/2018,5,NA,NA,NA,NA,1517,NA,NA
6/22/2018 6:00,60,95,6.111111111,0,17.77777778,NA,6.722222222,0.84935181,NY,6/22/2018,6,NA,NA,NA,NA,1518,NA,NA
6/22/2018 7:00,60,91,7.777777778,0,17.5,NA,9.111111111,1.654000894,NY,6/22/2018,7,NA,NA,NA,NA,1519,NA,NA
6/22/2018 8:00,0,83,NA,NA,17.94444444,NA,11.11111111,2.682163612,NY,6/22/2018,8,NA,NA,NA,NA,1520,NA,NA
6/22/2018 9:00,0,85,NA,NA,17.94444444,NA,12.77777778,2.682163612,NY,6/22/2018,9,NA,NA,NA,NA,1521,NA,NA
6/22/2018 10:00,0,79,NA,NA,18.22222222,NA,15,3.129190881,NY,6/22/2018,10,NA,NA,NA,NA,1522,NA,NA
6/22/2018 11:00,0,70,NA,NA,18.5,NA,18.33333333,3.576218149,NY,6/22/2018,11,NA,NA,NA,NA,1523,NA,NA
6/22/2018 12:00,0,64,NA,NA,19.27777778,NA,20.55555556,3.576218149,NY,6/22/2018,12,NA,NA,NA,NA,1524,NA,NA
6/22/2018 13:00,0,61,NA,NA,20.16666667,NA,22.22222222,3.576218149,NY,6/22/2018,13,NA,NA,NA,NA,1525,NA,NA
6/22/2018 14:00,0,56,NA,NA,20.77777778,NA,24.44444444,3.576218149,NY,6/22/2018,14,NA,NA,NA,NA,1526,NA,NA
6/22/2018 15:00,0,62,15.55555556,NA,20.77777778,NA,23,3.576218149,NY,6/22/2018,15,NA,NA,NA,NA,1527,NA,NA
6/22/2018 16:00,0,62,15,0,20.77777778,NA,22.5,2.324541797,NY,6/22/2018,16,NA,NA,NA,NA,1528,NA,NA
6/22/2018 17:00,0,62,15,0,20.83333333,NA,22.77777778,2.905677246,NY,6/22/2018,17,NA,NA,NA,NA,1529,NA,NA
6/22/2018 18:00,0,61,15.55555556,0,20.88888889,NA,23.38888889,2.9950827,NY,6/22/2018,18,NA,NA,NA,NA,1530,NA,NA
6/22/2018 19:00,0,62,14.44444444,0,20.88888889,NA,22.27777778,2.726866339,NY,6/22/2018,19,NA,NA,NA,NA,1531,NA,NA
6/22/2018 20:00,0,64,14.44444444,0,20.77777778,NA,21.55555556,2.369244524,NY,6/22/2018,20,NA,NA,NA,NA,1532,NA,NA
6/22/2018 21:00,37,73,15,0,20.55555556,NA,19.94444444,1.385784533,NY,6/22/2018,21,NA,NA,NA,NA,1533,NA,NA
6/22/2018 22:00,60,81,15,1.016,20.38888889,NA,18.38888889,1.341081806,NY,6/22/2018,22,NA,NA,NA,NA,1534,NA,NA
6/22/2018 23:00,60,88,15,0.254,20.16666667,NA,17.22222222,1.028162718,NY,6/22/2018,23,NA,NA,NA,NA,1535,NA,NA
6/23/2018 0:00,60,89,15,0,20,NA,17.05555556,0.71524363,NY,6/23/2018,0,NA,NA,NA,NA,1536,NA,NA
6/23/2018 1:00,32,85,14.44444444,0,19.77777778,NA,16.77777778,0.759946357,NY,6/23/2018,1,NA,NA,NA,NA,1537,NA,NA
6/23/2018 2:00,0,78,13.33333333,0,19.61111111,NA,17.05555556,1.206973625,NY,6/23/2018,2,NA,NA,NA,NA,1538,NA,NA
6/23/2018 3:00,0,80,13.33333333,0,19.44444444,NA,16.83333333,1.251676352,NY,6/23/2018,3,NA,NA,NA,NA,1539,NA,NA
6/23/2018 4:00,0,79,13.33333333,0,19.27777778,NA,17,1.385784533,NY,6/23/2018,4,NA,NA,NA,NA,1540,NA,NA
6/23/2018 5:00,0,79,13.33333333,0,19.16666667,NA,16.88888889,1.832811802,NY,6/23/2018,5,NA,NA,NA,NA,1541,NA,NA
6/23/2018 6:00,0,82,13.33333333,0,19,NA,16.5,1.832811802,NY,6/23/2018,6,NA,NA,NA,NA,1542,NA,NA
6/23/2018 7:00,46,85,13.33333333,0,18.88888889,NA,16.11111111,1.788109075,NY,6/23/2018,7,NA,NA,NA,NA,1543,NA,NA
6/23/2018 8:00,18,85,13.88888889,0.254,18.77777778,NA,16.22222222,2.592758158,NY,6/23/2018,8,NA,NA,NA,NA,1544,NA,NA
6/23/2018 9:00,0,82,13.33333333,0,18.72222222,NA,16.16666667,3.352704515,NY,6/23/2018,9,NA,NA,NA,NA,1545,NA,NA
